id	kind	verdict	source	reason
d02946edbe32	orphan-module	yes	judge:opus-5.5-main	prose-classify.mjs is named by no SKILL.md, script, hook or import; it is a standalone deterministic posture classifier with its own package that nothing runs, so the classifier directory can go.
589cedc6192b	superseded-schema-tag	yes	judge:opus-5.5-holdout	LEGACY_BUILDER_EXECUTION_SCHEMAS exists only so builder-execution-facts.ts accepts v1/v2 records nobody writes since v3, which the no-backwards-compatibility rule (2026-09-22) says to remove.
eaa83f7ec397	compatibility-path	yes	judge:opus-5.5-holdout	LEGACY_BUILDER_EXECUTION_SCHEMAS is solely the acceptance of superseded builder-execution/v1 records in the outcome reader, a superseded-version reader the current rule removes.
966d53b34b6c	unproduced-set-member	yes	judge:opus-5.5-holdout	No file produces or switches on "no-current-bun-native-equivalent"; it is a union member nothing produces, which rule 8 says to remove.
89d9a706e6bf	copied-block	yes	judge:opus-5.5-holdout	Four places repeat the same read-parseJsonAs-or-throw-naming-file block differing only in the message suffix, so one helper taking the file and reason (beside parseJsonAs) would own it.
0d57cae369ae	superseded-schema-tag	no	judge:opus-5.5-holdout	The writer moved to rebuild-advice/v2 so this reader is a defect left behind; the fix is to read the current schema (import REBUILD_ADVICE_SCHEMA), not to remove the reader.
1ae002e381ae	compatibility-path	yes	judge:opus-5.5-holdout	legacy-root (pre-epoch root layout) and legacy-unbound (header-less sidecar, which the current builder-prose writer no longer produces) are readers of older layouts the current rule says to remove and refuse.
fc268008adfc	compatibility-path	yes	judge:opus-5.5-holdout	legacyExecutionRecord exists only to accept archived superseded builder-execution schemas in builder-execution-facts.ts; under the current rule that reader goes and older versions are refused.
ca76965db461	copied-block	yes	judge:opus-5.5-holdout	The row parsers repeat the validity-refusal, duplicate-name and seen-set block differing only in the kind label, codes and shape text, so one helper parameterised by kind would own the duplicate-name rule the comment already calls shared.
c5a748cba764	single-reader-export	no	judge:opus-5.5-holdout	codexApprovalDecision is a five-line policy function with its own documented security contract (confined roles decline); folding it into the 493-line app-server file removes a file but not a fact, and it is under the ten-line threshold.
1cae2303d827	superseded-schema-tag	yes	judge:opus-5.5-holdout	READABLE_CASE_TRACE_SCHEMAS keeps case-trace/v1 only so trace-read.ts accepts receipts nothing writes since v2, a superseded-version reader the current rule removes.
62010a8bd7be	compatibility-path	yes	judge:opus-5.5-holdout	preGuideLegacyBundle exists only to exempt workspaces sealed before the guide contract from the guide requirement, which the no-backwards-compatibility rule (2026-09-22) says to remove along with the preGuideBundle flag it sets.
8cec227f3df1	identity-without-owner	yes	judge:opus-5.5-holdout	agent/tools.ts is a bundle-layout identity spelled across feedback-routing, harness-preview, solvability-gate, contracts and probes while its sibling BUILT_AGENTS_FILE already has a constant, so a named constant beside it is the natural owner.
149023bab22d	copied-block	yes	judge:opus-5.5-holdout	collectionExactByKeyOk and collectionSubsetByKeyOk repeat the same artifact and public-collection resolution with identical refusal texts and the same relationalJoin call differing only in `authoritative`, so one resolver-plus-join helper removes the copy.
96a08b8eec59	copied-block	yes	judge:opus-5.5-holdout	buildHarness and resolveMeasureInterface repeat the engine-identity probe over manifest.engineProfile and openHost word for word, which one helper returning the identities (and registry) would own.
55698f251734	copied-block	no	judge:opus-5.5-holdout	The two blocks are launchctl liveness guards in different branches with different error messages; a helper would save little and the scan's own record answers such guard pairs no.
7cd517b638d2	superseded-schema-tag	yes	judge:opus-5.5-holdout	The reader accepts campaign-terminal/v1 although only v2 is written, and the current rule says a reader takes the current version only and refuses an older one.
27ade19478f4	identity-without-owner	no	judge:opus-5.5-holdout	The path is a dynamic import specifier in two standalone launcher scripts that each reach into the pi-codex checkout; a shared constant would add a module for one line and gain no check.
d201f5844a55	compatibility-path	yes	judge:opus-5.5-holdout	LEGACY_BUILDER_EXECUTION_SCHEMAS keeps v1-v3 readable in the type and in tools/outcome only for older recorded runs, which the no-backwards-compatibility rule says to remove.
f653693574bd	identity-without-owner	yes	judge:opus-5.5-holdout	campaign-opening/v2 is written in controller-evidence.ts and compared by hand in campaign-budget-evidence and controller-watchdog-evidence; the writer should export one schema constant the readers import (with the v1 branches removed).
1d41cff28755	identity-without-owner	yes	judge:opus-5.5-holdout	stage-run.mts already imports src modules and spells .harness/backends by hand where OPERATOR_BACKENDS_DIR (or projectBackendPath) already owns the layout.
e9c98af071f6	compatibility-path	yes	judge:opus-5.5-holdout	Its own comment says the process-wide fallback exists only to keep "direct legacy callers" source-compatible while production fullruns always pass their own context, and the current no-compatibility rule removes such a fallback.
6ab22ec39831	identity-without-owner	no	judge:opus-5.5-holdout	The two copies are launcher scripts, one run as a pi extension in another process, so a shared constant would need a third module; the better form derives the root from import.meta.dir or has pi-claude.ts pass PI_CLAUDE_HB_ROOT to the extension.
c66006fbda2d	copied-block	no	judge:opus-5.5-holdout	The two blocks validate different files with different validators and messages; one owner would be a generic parse-validate-cast helper that hides the SAFETY cast, and the real duplicate of the tools-spec read is contracts.ts readBuiltToolSelection.
e05e5e90700c	copied-block	yes	judge:opus-5.5-holdout	Both functions take the same TokenResult, check success, extract accountId and build the same OpenAICodexLogin, so one credentialsFrom(result) helper removes about ten repeated lines with no loss.
06706676393b	single-reader-export	no	judge:opus-5.5-holdout	experiment-change-files.ts is a cohesive 65-line module with its own regex, three private helpers and a header naming the run it exists for; folding it into the 297-line admission file removes an import but not a concept.
b1182a4f01c8	compatibility-path	yes	judge:opus-5.5-holdout	allowLegacyUnrecorded exists only so campaign-terminal/v1 batteries without a run manifest stay readable, which the current rule says to remove, with the reader refusing unrecorded bytes.
55724b41d68e	compatibility-path	yes	judge:opus-5.5-holdout	controls.ts already refuses every taskless control with controls-task-missing, so the legacy-taskless binding kind and its hidden-row branch handle a shape nothing admits anymore.
d5ab391d3470	identity-without-owner	yes	judge:opus-5.5-holdout	REFERENCE_SOLVE_ENTRY in evaluator-process-bundle.ts already owns this path and contracts.ts imports it for the same finding path, so census-gate should import it too.
87a165745d82	compatibility-path	yes	judge:opus-5.5-holdout	LEGACY_BUILDER_EXECUTION_SCHEMAS keeps builder-execution/v1 readable, a superseded-version reader the current rule removes; the reader should take BUILDER_EXECUTION_SCHEMA only.
b0ce25b11ee0	test-only-export	yes	judge:opus-5.5-holdout	attestReadRoot has no caller in src, tools or packages and its module never calls it, so the whole-root attestation is test-only code; delete it and move any walk coverage the tests give to readRootMetadataCheck.
4d34d9951c6c	superseded-schema-tag	yes	judge:opus-5.5-holdout	LEGACY_BUILDER_EXECUTION_SCHEMAS exists only so tools/outcome/builder-execution-facts.ts and the type union accept v1 rows nothing writes any more, which the 2026-09-22 no-backwards-compatibility rule removes.
5f0d2f406b1d	identity-without-owner	yes	judge:opus-5.5-holdout	correctness-model/engines.json is a bundle path spelled across candidate-check, builder-campaign, census-gate, probes, solvability and verification-runner with no constant, and a typo shows up only as a missing file.
5224aa39865b	copied-block	yes	judge:opus-5.5-holdout	referenceScope repeats exactRequiredRows' walk over taskReference.publicInputCollectionPath and referenceKeyPath with the same duplicate-key refusal, so it can be the key set of one shared row reader.
c604f2a5a5fb	identity-without-owner	yes	judge:opus-5.5-holdout	terminal.json is written by controller-evidence.ts and read again there, in controller-lineage.ts and in safeguard.ts, so a constant owned by the writer and imported by the readers removes unchecked copies.
af70fd2b53fe	compatibility-path	yes	judge:opus-5.5-holdout	allowLegacyUnsealed exists only to parse unsealed battery.json from campaign-terminal/v1 runs that predate the run manifest, a legacy reader the current rule removes along with its one caller's flag.
92148655e7f4	test-only-export	yes	judge:opus-5.5-holdout	caseTracePointerCarrier has no product caller (the unsealed-battery read it describes does not exist), so it goes and its tests either go or hand readVerifiedTrace a carrier built inline.
931abb8e4b28	copied-block	yes	judge:opus-5.5-holdout	The enclosing-statement-list lookup (parent is Program or BlockStatement, take body) is written four times across three ana rules, and tools/oxlint/ana/shared is the place for one helper.
108287b39182	superseded-schema-tag	yes	judge:opus-5.5-holdout	The packet's traceSchemas list restates READABLE_CASE_TRACE_SCHEMAS' v1 and v2, superseded readers that the no-backwards-compatibility rule removes, so the old spellings go with the product reader.
6d6a1d5f0aa0	single-reader-export	yes	judge:opus-5.5-holdout	lane-build-round.ts was split from lane-authoring-loop.ts (314 lines, well under the 800 ceiling) and imports its types back from it, so folding it into its one caller removes a file and a circular import.
2f498824fbfb	identity-without-owner	yes	judge:opus-5.5-holdout	harness-inspect.ts spells agent/BUILT_AGENTS.md while BUILT_AGENTS_FILE in src/solve/built-starter.ts already owns it and three other src files import it.
16047c9c9f77	superseded-schema-tag	yes	judge:opus-5.5-holdout	The controller writes only campaign-terminal/v2, and the current no-backwards-compatibility rule removes the v1 member from the weekly selector's accepted set.
9f2421a84603	identity-without-owner	yes	judge:opus-5.5-holdout	REFERENCE_SOLVE_ENTRY in src/correctness-bundle/evaluator-process-bundle.ts already names this bundle path and census-gate.ts already imports from src/correctness-bundle, so the finding path should read the constant.
448e5ae6c3c8	identity-without-owner	no	judge:opus-5.5-holdout	`.sealed-bundles` is the earlier snapshot directory kept only for legacy trees, so under the no-backwards-compatibility rule the right change is removing these spellings, not exporting a constant for them.
42fab0543280	superseded-schema-tag	yes	judge:opus-5.5-holdout	Nothing writes hb-install-journal/v1 any more, and the current rule removes the LegacyInstallJournal type, v1 read branch and recoverLegacyInstall rather than keeping them for old records.
2a0df222b194	single-reader-export	no	judge:opus-5.5-holdout	toolchain-relocation.ts is a cohesive module with its own private binary scanner and file-handle imports; folding about 55 lines into the 362-line domain-repo.ts mixes concerns without removing any logic.
c6699494e69d	copied-block	no	judge:opus-5.5-holdout	The four outcome tallies are four-line increments over differently shaped records (nonResult vs nonResults, a skill script vs tools/outcome), so a shared owner would add an abstraction for almost nothing.
d18543dbaff8	single-reader-export	yes	judge:opus-5.5-holdout	The helper file imports NodeSurfaceRow back from its only reader, its point() duplicates the census's own locationText helper, and the reader has room (about 460 nonblank lines).
b15622c63564	identity-without-owner	yes	judge:opus-5.5-holdout	MEMORY_FILE is already exported from builder-memory.ts in the same directory, which authoring-stall.ts already imports types from, so the finding path should use it.
e0a25ae4a597	superseded-schema-tag	yes	judge:opus-5.5-holdout	Nothing produces epoch-review/v1, and the current rule removes a union member no producer writes.
13440462072c	copied-block	yes	judge:opus-5.5-holdout	Both rules write the same one-argument member-call predicate, which several other ana rules also repeat, and tools/oxlint/ana/shared/ already exists to hold one helper like methodCall(node, name).
24f49e3ec3a4	compatibility-path	no	judge:opus-5.5-holdout	legacyUsageLimitAnnounced is the once-only flag for callers that pass no SafeguardContext (optional on every caller path), not a reader of anything an older version left behind; deleting it changes live behaviour.
c24e4d4e073e	single-reader-export	no	judge:opus-5.5-holdout	judge-framing.ts is the deliberate single owner of the census judge's model-visible sentences, separate from the 527-line runner; folding it into judge.ts would put prompt text back inside the transport file.
9766febf7b03	superseded-schema-tag	yes	judge:opus-5.5-holdout	Only verifier-workshop-action/v2 is written (verifier-workshop.ts:280), so the v1 acceptance here is a superseded-version reader the current rule removes, with the v1 member of the evidence union going too.
7f60f252aa62	copied-block	yes	judge:opus-5.5-holdout	Both functions end with the same repeat-run stall decision (findingsRepeatRun against POLICY.loop.stalledFindingsRepeats, then repeatedFindingsFinding), differing only in the prior hashes and carried rows, so one helper would own that policy.
5580e75c5aba	superseded-schema-tag	yes	judge:opus-5.5-holdout	Only control-receipt/v2 is written (control-receipts.ts:145); accepting v1 and its hidden-pair validation branch is a superseded-version reader, which the 2026-09-22 no-backwards-compatibility rule removes.
b21a2b0ba624	single-reader-export	yes	judge:opus-5.5-holdout	The three-line decline-all approval policy has one reader, codex-app-server.ts (455 lines, room to spare), and no test; it belongs beside the request dispatch that consumes it.
60aa11894c32	superseded-schema-tag	yes	judge:opus-5.5-holdout	Only campaign-terminal/v2 is written (controller-evidence.ts:257); the v1 late-binding branch reads archives nothing produces now, and the current rule says a reader refuses an older version.
a8d55251ce37	compatibility-path	yes	judge:opus-5.5-holdout	INSTALL_JOURNAL_SCHEMA is v2 and nothing writes hb-install-journal/v1; LegacyInstallJournal and recoverLegacyInstall only recover journals from an older version, which the current rule removes (an old journal would then be refused and preserved).
